title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score
Electronic Waste Reduction Through Devices and Printed Circuit Boards Designed for Circularity,2022,10.1109/jflex.2022.3159258,https://openalex.org/W4226354009,117,True,https://ieeexplore.ieee.org/ielx7/9552934/9645762/09733886.pdf,https://doi.org/10.1109/jflex.2022.3159258,IEEE Journal on Flexible Electronics,10.1109jflex.2022.3159258,electronic waste reduction through devices and printed circuit boards designed for circularity,23.853423122328326,0.7,1.5,3.0,0.0,0.0,,,0.0,0.0,0.0,27.553423122328326
Monolithic Perovskite‐Silicon Tandem Solar Cells: From the Lab to Fab?,2022,10.1002/adma.202106540,https://openalex.org/W4206115216,214,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202106540,https://doi.org/10.1002/adma.202106540,Advanced Materials,10.1002adma.202106540,monolithic perovskite silicon tandem solar cells from the lab to fab,26.85319014063831,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.55319014063831
Organic interfacial materials for perovskite-based optoelectronic devices,2019,10.1039/c8ee02744g,https://openalex.org/W2913907848,226,True,https://pubs.rsc.org/en/content/articlepdf/2019/ee/c8ee02744g,https://doi.org/10.1039/c8ee02744g,Energy & Environmental Science,10.1039c8ee02744g,organic interfacial materials for perovskite based optoelectronic devices,27.124750087407016,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.524750087407014
The role of carbon-based materials in enhancing the stability of perovskite solar cells,2020,10.1039/c9ee04030g,https://openalex.org/W3009327484,221,True,https://pubs.rsc.org/en/content/articlepdf/2020/ee/c9ee04030g,https://doi.org/10.1039/c9ee04030g,Energy & Environmental Science,10.1039c9ee04030g,the role of carbon based materials in enhancing the stability of perovskite solar cells,27.013386909361397,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.513386909361397
"Cu(II)-Doped Cs 2 SbAgCl 6 Double Perovskite: A Lead-Free, Low-Bandgap Material",2018,10.1021/acs.chemmater.8b03755,https://openalex.org/W2898391208,230,True,https://flore.unifi.it/bitstream/2158/1150125/4/postprint_acs.chemmater.8b03755.pdf,http://hdl.handle.net/2158/1150125,Chemistry of Materials,10.1021acs.chemmater.8b03755,cu ii doped cs 2 sbagcl 6 double perovskite a lead free low bandgap material,27.212088552608968,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.51208855260897
Benzylamine‐Treated Wide‐Bandgap Perovskite with High Thermal‐Photostability and Photovoltaic Performance,2017,10.1002/aenm.201701048,https://openalex.org/W2751411563,233,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201701048,https://doi.org/10.1002/aenm.201701048,Advanced Energy Materials,10.1002aenm.201701048,benzylamine treated wide bandgap perovskite with high thermal photostability and photovoltaic performance,27.27660557678851,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.476605576788508
Electronic modulation and interface engineering of electrospun nanomaterials‐based electrocatalysts toward water splitting,2020,10.1002/cey2.85,https://openalex.org/W3094300506,219,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cey2.85,https://doi.org/10.1002/cey2.85,Carbon Energy,10.1002cey2.85,electronic modulation and interface engineering of electrospun nanomaterials based electrocatalysts toward water splitting,26.96813773176181,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.46813773176181
Photoflexoelectric effect in halide perovskites,2020,10.1038/s41563-020-0659-y,https://openalex.org/W3016666071,219,True,http://ddd.uab.cat/record/224240,http://ddd.uab.cat/record/224240,Nature Materials,10.1038s41563-020-0659-y,photoflexoelectric effect in halide perovskites,26.96813773176181,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.46813773176181
"Charge Transport Layers Limiting the Efficiency of Perovskite Solar Cells: How To Optimize Conductivity, Doping, and Thickness",2019,10.1021/acsaem.9b00856,https://openalex.org/W2964700349,223,True,,https://doi.org/10.1021/acsaem.9b00856,ACS Applied Energy Materials,10.1021acsaem.9b00856,charge transport layers limiting the efficiency of perovskite solar cells how to optimize conductivity doping and thickness,27.0582302592752,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.458230259275197
Enhancement of thermal stability for perovskite solar cells through cesium doping,2017,10.1039/c6ra28501e,https://openalex.org/W2603238395,231,True,https://pubs.rsc.org/en/content/articlepdf/2017/ra/c6ra28501e,https://doi.org/10.1039/c6ra28501e,RSC Advances,10.1039c6ra28501e,enhancement of thermal stability for perovskite solar cells through cesium doping,27.23368685833155,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.433686858331548
Unveiling Roles of Tin Fluoride Additives in High‐Efficiency Low‐Bandgap Mixed Tin‐Lead Perovskite Solar Cells,2021,10.1002/aenm.202101045,https://openalex.org/W3175031406,212,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202101045,https://doi.org/10.1002/aenm.202101045,Advanced Energy Materials,10.1002aenm.202101045,unveiling roles of tin fluoride additives in high efficiency low bandgap mixed tin lead perovskite solar cells,26.806460828547127,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.40646082854713
Stability of Perovskite Solar Cells: Degradation Mechanisms and Remedies,2021,10.3389/felec.2021.712785,https://openalex.org/W3195661742,212,True,https://www.frontiersin.org/articles/10.3389/felec.2021.712785/pdf,https://doi.org/10.3389/felec.2021.712785,Frontiers in Electronics,10.3389felec.2021.712785,stability of perovskite solar cells degradation mechanisms and remedies,26.806460828547127,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.40646082854713
Strategies for Improving the Stability of Tin‐Based Perovskite (ASnX3) Solar Cells,2020,10.1002/advs.201903540,https://openalex.org/W3008746667,216,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201903540,https://doi.org/10.1002/advs.201903540,Advanced Science,10.1002advs.201903540,strategies for improving the stability of tin based perovskite asnx3 solar cells,26.8994867677023,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.3994867677023
Stitching triple cation perovskite by a mixed anti-solvent process for high performance perovskite solar cells,2017,10.1016/j.nanoen.2017.07.046,https://openalex.org/W2740045969,227,True,https://discovery.ucl.ac.uk/1576223/1/Wu_final.pdf,https://discovery.ucl.ac.uk/id/eprint/1576223/,Nano Energy,10.1016j.nanoen.2017.07.046,stitching triple cation perovskite by a mixed anti solvent process for high performance perovskite solar cells,27.146728144772204,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.346728144772204
Narrow Bandgap Metal Halide Perovskites for All-Perovskite Tandem Photovoltaics,2024,10.1021/acs.chemrev.3c00667,https://openalex.org/W4393139564,197,True,,https://doi.org/10.1021/acs.chemrev.3c00667,Chemical Reviews,10.1021acs.chemrev.3c00667,narrow bandgap metal halide perovskites for all perovskite tandem photovoltaics,26.441335153472675,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.341335153472674
Tunable exciton binding energy in 2D hybrid layered perovskites through donor–acceptor interactions within the organic layer,2020,10.1038/s41557-020-0488-2,https://openalex.org/W3038387099,213,True,https://www.osti.gov/servlets/purl/1909456,https://www.osti.gov/biblio/1909456,Nature Chemistry,10.1038s41557-020-0488-2,tunable exciton binding energy in 2d hybrid layered perovskites through donor acceptor interactions within the organic layer,26.829880075109255,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.329880075109255
Bright and stable near-infrared lead-free perovskite light-emitting diodes,2024,10.1038/s41566-023-01351-5,https://openalex.org/W4390614324,196,True,https://www.nature.com/articles/s41566-023-01351-5.pdf,https://doi.org/10.1038/s41566-023-01351-5,Nature Photonics,10.1038s41566-023-01351-5,bright and stable near infrared lead free perovskite light emitting diodes,26.41601864368994,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.31601864368994
Current Challenges and Prospective Research for Upscaling Hybrid Perovskite Photovoltaics,2016,10.1021/acs.jpclett.5b02651,https://openalex.org/W2271642497,230,True,https://www.osti.gov/servlets/purl/1343581,https://www.osti.gov/biblio/1343581,The Journal of Physical Chemistry Letters,10.1021acs.jpclett.5b02651,current challenges and prospective research for upscaling hybrid perovskite photovoltaics,27.212088552608968,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.31208855260897
Dielectric screening in perovskite photovoltaics,2021,10.1038/s41467-021-22783-z,https://openalex.org/W3157027928,207,True,https://www.nature.com/articles/s41467-021-22783-z.pdf,https://doi.org/10.1038/s41467-021-22783-z,Nature Communications,10.1038s41467-021-22783-z,dielectric screening in perovskite photovoltaics,26.68769039850659,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.28769039850659
Overcoming C60-induced interfacial recombination in inverted perovskite solar cells by electron-transporting carborane,2022,10.1038/s41467-022-34203-x,https://openalex.org/W4311131750,202,True,https://www.nature.com/articles/s41467-022-34203-x.pdf,https://doi.org/10.1038/s41467-022-34203-x,Nature Communications,10.1038s41467-022-34203-x,overcoming c60 induced interfacial recombination in inverted perovskite solar cells by electron transporting carborane,26.566029895208935,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.266029895208934
"Tin perovskite solar cells with >1,300 h of operational stability in N2 through a synergistic chemical engineering approach",2022,10.1016/j.joule.2022.02.014,https://openalex.org/W4220855049,202,True,http://www.cell.com/article/S2542435122000952/pdf,https://doi.org/10.1016/j.joule.2022.02.014,Joule,10.1016j.joule.2022.02.014,tin perovskite solar cells with 1 300 h of operational stability in n2 through a synergistic chemical engineering approach,26.566029895208935,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.266029895208934
Recycling lead and transparent conductors from perovskite solar modules,2021,10.1038/s41467-021-26121-1,https://openalex.org/W3203403144,206,True,https://www.nature.com/articles/s41467-021-26121-1.pdf,https://doi.org/10.1038/s41467-021-26121-1,Nature Communications,10.1038s41467-021-26121-1,recycling lead and transparent conductors from perovskite solar modules,26.663593966326843,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.263593966326845
Photosensitisation of inkjet printed graphene with stable all-inorganic perovskite nanocrystals,2022,10.1039/d2nr06429d,https://openalex.org/W4312155292,14,True,https://pubs.rsc.org/en/content/articlepdf/2023/nr/d2nr06429d,https://doi.org/10.1039/d2nr06429d,Nanoscale,10.1039d2nr06429d,photosensitisation of inkjet printed graphene with stable all inorganic perovskite nanocrystals,13.54025100551105,0.7,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,27.24025100551105
Decoupling the effects of defects on efficiency and stability through phosphonates in stable halide perovskite solar cells,2021,10.1016/j.joule.2021.04.003,https://openalex.org/W3157986647,205,True,http://www.cell.com/article/S2542435121001550/pdf,https://doi.org/10.1016/j.joule.2021.04.003,Joule,10.1016j.joule.2021.04.003,decoupling the effects of defects on efficiency and stability through phosphonates in stable halide perovskite solar cells,26.639380843947905,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.239380843947906
Precise Control of Perovskite Crystallization Kinetics via Sequential A‐Site Doping,2020,10.1002/adma.202004630,https://openalex.org/W3087584536,209,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202004630,https://doi.org/10.1002/adma.202004630,Advanced Materials,10.1002adma.202004630,precise control of perovskite crystallization kinetics via sequential a site doping,26.735537653587343,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.235537653587343
Reducing Defects in Halide Perovskite Nanocrystals for Light-Emitting Applications,2019,10.1021/acs.jpclett.9b00689,https://openalex.org/W2943268346,213,True,,https://doi.org/10.1021/acs.jpclett.9b00689,The Journal of Physical Chemistry Letters,10.1021acs.jpclett.9b00689,reducing defects in halide perovskite nanocrystals for light emitting applications,26.829880075109255,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.229880075109254
Organic/Inorganic Metal Halide Perovskite Optoelectronic Devices beyond Solar Cells,2018,10.1002/advs.201700780,https://openalex.org/W2789335992,217,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700780,https://doi.org/10.1002/advs.201700780,Advanced Science,10.1002advs.201700780,organic inorganic metal halide perovskite optoelectronic devices beyond solar cells,26.922475313945444,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.222475313945445
"Two-dimensional perovskite templates for durable, efficient formamidinium perovskite solar cells",2024,10.1126/science.abq6993,https://openalex.org/W4399601921,192,True,https://hal.science/hal-04612789v1/file/Accepted_HAL.pdf,https://hal.science/hal-04612789,Science,10.1126science.abq6993,two dimensional perovskite templates for durable efficient formamidinium perovskite solar cells,26.313450944524426,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.213450944524425
Efficient and Stable Red Perovskite Light‐Emitting Diodes via Thermodynamic Crystallization Control,2024,10.1002/adma.202410255,https://openalex.org/W4402203225,192,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202410255,https://doi.org/10.1002/adma.202410255,Advanced Materials,10.1002adma.202410255,efficient and stable red perovskite light emitting diodes via thermodynamic crystallization control,26.313450944524426,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.213450944524425
Chelating-agent-assisted control of CsPbBr3 quantum well growth enables stable blue perovskite emitters,2020,10.1038/s41467-020-17482-0,https://openalex.org/W3045073909,208,True,https://www.nature.com/articles/s41467-020-17482-0.pdf,https://doi.org/10.1038/s41467-020-17482-0,Nature Communications,10.1038s41467-020-17482-0,chelating agent assisted control of cspbbr3 quantum well growth enables stable blue perovskite emitters,26.711671259824055,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.211671259824055
Efficient and stable tin perovskite solar cells enabled by amorphous-polycrystalline structure,2020,10.1038/s41467-020-16561-6,https://openalex.org/W3031473594,208,True,https://www.nature.com/articles/s41467-020-16561-6.pdf,https://doi.org/10.1038/s41467-020-16561-6,Nature Communications,10.1038s41467-020-16561-6,efficient and stable tin perovskite solar cells enabled by amorphous polycrystalline structure,26.711671259824055,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.211671259824055
Understanding and Eliminating Hysteresis for Highly Efficient Planar Perovskite Solar Cells,2017,10.1002/aenm.201700414,https://openalex.org/W2613801454,220,True,https://www.osti.gov/servlets/purl/1392207,https://www.osti.gov/biblio/1378809,Advanced Energy Materials,10.1002aenm.201700414,understanding and eliminating hysteresis for highly efficient planar perovskite solar cells,26.99081350758876,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.19081350758876
In Situ Fabricated Perovskite Nanocrystals: A Revolution in Optical Materials,2018,10.1002/adom.201800380,https://openalex.org/W2809764554,215,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adom.201800380,https://doi.org/10.1002/adom.201800380,Advanced Optical Materials,10.1002adom.201800380,in situ fabricated perovskite nanocrystals a revolution in optical materials,26.876392038420825,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.176392038420826
Multication perovskite 2D/3D interfaces form via progressive dimensional reduction,2021,10.1038/s41467-021-23616-9,https://openalex.org/W3169569275,202,True,https://www.nature.com/articles/s41467-021-23616-9.pdf,https://doi.org/10.1038/s41467-021-23616-9,Nature Communications,10.1038s41467-021-23616-9,multication perovskite 2d 3d interfaces form via progressive dimensional reduction,26.566029895208935,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.166029895208936
Efficient near-infrared light-emitting diodes based on quantum dots in layered perovskite,2020,10.1038/s41566-019-0577-1,https://openalex.org/W3002155298,206,True,https://utoronto.scholaris.ca/bitstreams/f72af75d-9b03-467a-b5aa-e63a27d50dce/download,http://hdl.handle.net/1807/100492,Nature Photonics,10.1038s41566-019-0577-1,efficient near infrared light emitting diodes based on quantum dots in layered perovskite,26.663593966326843,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.163593966326843
Enhanced charge carrier transport and defects mitigation of passivation layer for efficient perovskite solar cells,2024,10.1038/s41467-024-52925-y,https://openalex.org/W4403114780,190,True,https://www.nature.com/articles/s41467-024-52925-y.pdf,https://doi.org/10.1038/s41467-024-52925-y,Nature Communications,10.1038s41467-024-52925-y,enhanced charge carrier transport and defects mitigation of passivation layer for efficient perovskite solar cells,26.261367140233148,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.161367140233146
Thermal engineering of FAPbI3 perovskite material via radiative thermal annealing and in situ XRD,2017,10.1038/ncomms14075,https://openalex.org/W2577877578,218,True,https://www.nature.com/articles/ncomms14075.pdf,https://doi.org/10.1038/ncomms14075,Nature Communications,10.1038ncomms14075,thermal engineering of fapbi3 perovskite material via radiative thermal annealing and in situ xrd,26.945358649082504,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.145358649082503
"Halogen Effects on Ordering and Bonding of CH3NH3+ in CH3NH3PbX3 (X = Cl, Br, I) Hybrid Perovskites: A Vibrational Spectroscopic Study",2016,10.1021/acs.jpcc.5b11256,https://openalex.org/W2265159041,222,True,,https://researchportal.bath.ac.uk/en/publications/cfaaf572-fe98-4e2f-ba0c-2916179bb8f5,The Journal of Physical Chemistry C,10.1021acs.jpcc.5b11256,halogen effects on ordering and bonding of ch3nh3 in ch3nh3pbx3 x cl br i hybrid perovskites a vibrational spectroscopic study,27.035858857300596,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.135858857300597
"Progress, highlights and perspectives on NiO in perovskite photovoltaics",2020,10.1039/d0sc02859b,https://openalex.org/W3040958692,201,True,https://pubs.rsc.org/en/content/articlepdf/2020/sc/d0sc02859b,https://doi.org/10.1039/d0sc02859b,Chemical Science,10.1039d0sc02859b,progress highlights and perspectives on nio in perovskite photovoltaics,26.541338487006026,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.041338487006026
Challenges and Progress in Lead‐Free Halide Double Perovskite Solar Cells,2023,10.1002/solr.202201112,https://openalex.org/W4317399033,189,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202201112,https://doi.org/10.1002/solr.202201112,Solar RRL,10.1002solr.202201112,challenges and progress in lead free halide double perovskite solar cells,26.23512036080243,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.03512036080243
Deciphering the Roles of MA-Based Volatile Additives for α-FAPbI3 to Enable Efficient Inverted Perovskite Solar Cells,2023,10.1021/jacs.2c13566,https://openalex.org/W4323306362,189,True,,https://scholars.cityu.edu.hk/en/publications/deciphering-the-roles-of-ma-based-volatile-additives-for-i%CE%B1i-fapb,Journal of the American Chemical Society,10.1021jacs.2c13566,deciphering the roles of ma based volatile additives for fapbi3 to enable efficient inverted perovskite solar cells,26.23512036080243,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.03512036080243
Toward Green Processing of Perovskite Solar Cells: Protic Ionic Liquids Enable Water‐ and Alcohol‐Based MAPbI 3 Precursors Inks for Slot‐Die Coating,2025,10.1002/aenm.202403626,https://openalex.org/W4406767061,19,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202403626,https://doi.org/10.1002/aenm.202403626,Advanced Energy Materials,10.1002aenm.202403626,toward green processing of perovskite solar cells protic ionic liquids enable water and alcohol based mapbi 3 precursors inks for slot die coating,14.978661367769954,1.0,5.5,11.0,0.0,0.0,,,0.0,0.0,0.0,26.978661367769952
Dynamic X-ray imaging with screen-printed perovskite CMOS array,2024,10.1038/s41467-024-45871-2,https://openalex.org/W4391995424,100,True,https://www.nature.com/articles/s41467-024-45871-2.pdf,https://doi.org/10.1038/s41467-024-45871-2,Nature Communications,10.1038s41467-024-45871-2,dynamic x ray imaging with screen printed perovskite cmos array,23.075602584206298,0.9,1.5,3.0,0.0,0.0,,,0.0,0.0,0.0,26.975602584206296
Blade‐coating Perovskite Films with Diverse Compositions for Efficient Photovoltaics,2020,10.1002/eem2.12118,https://openalex.org/W3047984895,59,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12118,https://doi.org/10.1002/eem2.12118,Energy & environment materials,10.1002eem2.12118,blade coating perovskite films with diverse compositions for efficient photovoltaics,20.471722811110503,0.5,3.0,6.0,0.0,0.0,,,0.0,0.0,0.0,26.971722811110503
"Flexible, transparent nanocellulose paper-based perovskite solar cells",2019,10.1038/s41528-019-0048-2,https://openalex.org/W2922385458,201,True,https://www.nature.com/articles/s41528-019-0048-2.pdf,https://doi.org/10.1038/s41528-019-0048-2,npj Flexible Electronics,10.1038s41528-019-0048-2,flexible transparent nanocellulose paper based perovskite solar cells,26.541338487006026,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.941338487006025
Lead‐Free Halide Double Perovskite Nanocrystals for Light‐Emitting Applications: Strategies for Boosting Efficiency and Stability,2021,10.1002/advs.202004118,https://openalex.org/W3135665969,192,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202004118,https://doi.org/10.1002/advs.202004118,Advanced Science,10.1002advs.202004118,lead free halide double perovskite nanocrystals for light emitting applications strategies for boosting efficiency and stability,26.313450944524426,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.913450944524428
Performance-limiting formation dynamics in mixed-halide perovskites,2021,10.1126/sciadv.abj1799,https://openalex.org/W3211856747,192,True,,https://doi.org/10.1126/sciadv.abj1799,Science Advances,10.1126sciadv.abj1799,performance limiting formation dynamics in mixed halide perovskites,26.313450944524426,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.913450944524428
"Functional materials, device architecture, and flexibility of perovskite solar cell",2018,10.1007/s42247-018-0013-1,https://openalex.org/W2900485557,203,True,https://link.springer.com/content/pdf/10.1007/s42247-018-0013-1.pdf,https://doi.org/10.1007/s42247-018-0013-1,Emergent Materials,10.1007s42247-018-0013-1,functional materials device architecture and flexibility of perovskite solar cell,26.59059996922108,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.890599969221082
Rational Design of Dipolar Chromophore as an Efficient Dopant-Free Hole-Transporting Material for Perovskite Solar Cells,2016,10.1021/jacs.6b06291,https://openalex.org/W2509023492,211,True,https://www.osti.gov/servlets/purl/1343607,https://www.osti.gov/biblio/1343607,Journal of the American Chemical Society,10.1021jacs.6b06291,rational design of dipolar chromophore as an efficient dopant free hole transporting material for perovskite solar cells,26.78293137336006,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.882931373360062
Wafer-scale single-crystal perovskite patterned thin films based on geometrically-confined lateral crystal growth,2017,10.1038/ncomms15882,https://openalex.org/W2727990094,205,True,https://www.nature.com/articles/ncomms15882.pdf,https://doi.org/10.1038/ncomms15882,Nature Communications,10.1038ncomms15882,wafer scale single crystal perovskite patterned thin films based on geometrically confined lateral crystal growth,26.639380843947905,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.839380843947904
The Doping Mechanism of Halide Perovskite Unveiled by Alkaline Earth Metals,2020,10.1021/jacs.9b11637,https://openalex.org/W2999555357,193,True,https://www.helmholtz-berlin.de/pubbin/oai_publication?VT=1&ID=100885,https://www.helmholtz-berlin.de/pubbin/oai_publication?VT=1&ID=100885,Journal of the American Chemical Society,10.1021jacs.9b11637,the doping mechanism of halide perovskite unveiled by alkaline earth metals,26.339290795316643,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.839290795316643
21.41%‐Efficiency CsPbI3 Perovskite Solar Cells Enabled by an Effective Redox Strategy with 4‐Fluorobenzothiohydrazide in Precursor Solution,2023,10.1002/adfm.202312638,https://openalex.org/W4388935188,54,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202312638,https://doi.org/10.1002/adfm.202312638,Advanced Functional Materials,10.1002adfm.202312638,21 41 efficiency cspbi3 perovskite solar cells enabled by an effective redox strategy with 4 fluorobenzothiohydrazide in precursor solution,20.036665926162357,0.8,3.0,6.0,0.0,0.0,,,0.0,0.0,0.0,26.836665926162357
A Generalized Crystallization Protocol for Scalable Deposition of High‐Quality Perovskite Thin Films for Photovoltaic Applications,2019,10.1002/advs.201901067,https://openalex.org/W2954333681,131,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201901067,https://doi.org/10.1002/advs.201901067,Advanced Science,10.1002advs.201901067,a generalized crystallization protocol for scalable deposition of high quality perovskite thin films for photovoltaic applications,24.414009612931853,0.4,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,26.81400961293185
Sustainable lead management in halide perovskite solar cells,2020,10.1038/s41893-020-0586-6,https://openalex.org/W3046780513,192,True,https://www.osti.gov/servlets/purl/1660201,https://www.osti.gov/biblio/1660201,Nature Sustainability,10.1038s41893-020-0586-6,sustainable lead management in halide perovskite solar cells,26.313450944524426,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.813450944524426
MgO Nanoparticle Modified Anode for Highly Efficient SnO2‐Based Planar Perovskite Solar Cells,2017,10.1002/advs.201700031,https://openalex.org/W2611962825,203,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.201700031,https://doi.org/10.1002/advs.201700031,Advanced Science,10.1002advs.201700031,mgo nanoparticle modified anode for highly efficient sno2 based planar perovskite solar cells,26.59059996922108,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.79059996922108
Will organic–inorganic hybrid halide lead perovskites be eliminated from optoelectronic applications?,2019,10.1039/c8na00416a,https://openalex.org/W2910575422,195,True,https://pubs.rsc.org/en/content/articlepdf/2019/na/c8na00416a,https://doi.org/10.1039/c8na00416a,Nanoscale Advances,10.1039c8na00416a,will organic inorganic hybrid halide lead perovskites be eliminated from optoelectronic applications,26.390573296152585,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.790573296152584
Wide‐Bandgap Organic–Inorganic Lead Halide Perovskite Solar Cells,2022,10.1002/advs.202105085,https://openalex.org/W4221012707,181,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202105085,https://doi.org/10.1002/advs.202105085,Advanced Science,10.1002advs.202105085,wide bandgap organic inorganic lead halide perovskite solar cells,26.020033435383976,0.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.720033435383975
Fully Solution Processed Pure α‐Phase Formamidinium Lead Iodide Perovskite Solar Cells for Scalable Production in Ambient Condition,2020,10.1002/aenm.202001869,https://openalex.org/W3088636866,84,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202001869,https://doi.org/10.1002/aenm.202001869,Advanced Energy Materials,10.1002aenm.202001869,fully solution processed pure phase formamidinium lead iodide perovskite solar cells for scalable production in ambient condition,22.21325628245158,0.5,2.0,4.0,0.0,0.0,,,0.0,0.0,0.0,26.71325628245158
Synthesis and applications of nanoporous perovskite metal oxides,2018,10.1039/c7sc03920d,https://openalex.org/W2795985100,195,True,https://pubs.rsc.org/en/content/articlepdf/2018/sc/c7sc03920d,https://doi.org/10.1039/c7sc03920d,Chemical Science,10.1039c7sc03920d,synthesis and applications of nanoporous perovskite metal oxides,26.390573296152585,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.690573296152586
Ultrafast narrowband exciton routing within layered perovskite nanoplatelets enables low-loss luminescent solar concentrators,2019,10.1038/s41560-018-0313-y,https://openalex.org/W2910673001,191,True,https://utoronto.scholaris.ca/bitstreams/d94c5a1e-046a-4a77-a863-da750d137ea3/download,http://hdl.handle.net/1807/93355,Nature Energy,10.1038s41560-018-0313-y,ultrafast narrowband exciton routing within layered perovskite nanoplatelets enables low loss luminescent solar concentrators,26.28747686013891,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,26.687476860138908
