title,year,doi,openalex_id,cited_by,is_oa,pdf_url,landing_url,venue,doi_key,title_norm,citation_score,recency_score,kw_score_raw,kw_score,gold_probability,cluster3_probability,ml_match_gold,ml_match_cluster,ml_score_gold,ml_score_cluster3,ml_score_total,final_score
Perovskite ink with wide processing window for scalable high-efficiency solar cells,2017,10.1038/nenergy.2017.38,https://openalex.org/W2603394065,615,True,https://www.osti.gov/servlets/purl/1349021,https://www.osti.gov/biblio/1349021,Nature Energy,10.1038nenergy.2017.38,perovskite ink with wide processing window for scalable high efficiency solar cells,32.116234817667596,0.2,3.0,6.0,0.0,0.0,,,0.0,0.0,0.0,38.3162348176676
High-quality bulk hybrid perovskite single crystals within minutes by inverse temperature crystallization,2015,10.1038/ncomms8586,https://openalex.org/W773815729,1910,True,https://www.nature.com/articles/ncomms8586.pdf,https://doi.org/10.1038/ncomms8586,Nature Communications,10.1038ncomms8586,high quality bulk hybrid perovskite single crystals within minutes by inverse temperature crystallization,37.77690972120136,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,37.77690972120136
Methylammonium Chloride Induces Intermediate Phase Stabilization for Efficient Perovskite Solar Cells,2019,10.1016/j.joule.2019.06.014,https://openalex.org/W2952213661,1743,True,http://www.cell.com/article/S2542435119303058/pdf,https://doi.org/10.1016/j.joule.2019.06.014,Joule,10.1016j.joule.2019.06.014,methylammonium chloride induces intermediate phase stabilization for efficient perovskite solar cells,37.31968302234463,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,37.719683022344626
Scalable fabrication of perovskite solar cells,2018,10.1038/natrevmats.2018.17,https://openalex.org/W2790131079,1150,True,https://www.osti.gov/servlets/purl/1430821,https://www.osti.gov/biblio/1430821,Nature Reviews Materials,10.1038natrevmats.2018.17,scalable fabrication of perovskite solar cells,35.24193204360942,0.3,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,37.541932043609414
Perovskite Solar Cells with All‐Inkjet‐Printed Absorber and Charge Transport Layers,2020,10.1002/admt.202000271,https://openalex.org/W3040038687,119,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admt.202000271,https://doi.org/10.1002/admt.202000271,Advanced Materials Technologies,10.1002admt.202000271,perovskite solar cells with all inkjet printed absorber and charge transport layers,23.937458713910228,0.5,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,37.43745871391023
Detection of X-ray photons by solution-processed lead halide perovskites,2015,10.1038/nphoton.2015.82,https://openalex.org/W1517556801,1177,True,https://www.dora.lib4ri.ch/empa/dload/empa:11995/PDF2/view,https://www.dora.lib4ri.ch/empa/islandora/object/empa%3A11995,Nature Photonics,10.1038nphoton.2015.82,detection of x ray photons by solution processed lead halide perovskites,35.35786682105766,0.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,37.35786682105766
Advances in Inkjet‐Printed Metal Halide Perovskite Photovoltaic and Optoelectronic Devices,2019,10.1002/ente.201900991,https://openalex.org/W2982978902,117,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ente.201900991,https://doi.org/10.1002/ente.201900991,Energy Technology,10.1002ente.201900991,advances in inkjet printed metal halide perovskite photovoltaic and optoelectronic devices,23.853423122328326,0.4,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,37.25342312232833
Solvent Annealing of Perovskite‐Induced Crystal Growth for Photovoltaic‐Device Efficiency Enhancement,2014,10.1002/adma.201401685,https://openalex.org/W1986717625,1703,True,https://www.osti.gov/servlets/purl/1237997,https://www.osti.gov/biblio/1237997,Advanced Materials,10.1002adma.201401685,solvent annealing of perovskite induced crystal growth for photovoltaic device efficiency enhancement,37.2036685369463,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,37.2036685369463
Van der Waals integration before and beyond two-dimensional materials,2019,10.1038/s41586-019-1013-x,https://openalex.org/W2925217409,1534,True,https://www.nature.com/articles/s41586-019-1013-x.pdf,https://doi.org/10.1038/s41586-019-1013-x,Nature,10.1038s41586-019-1013-x,van der waals integration before and beyond two dimensional materials,36.68142830010649,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,37.08142830010649
Improved charge extraction in inverted perovskite solar cells with dual-site-binding ligands,2024,10.1126/science.adm9474,https://openalex.org/W4394728226,1362,True,https://utoronto.scholaris.ca/bitstreams/4aaf4125-1290-4e5c-bf07-9b53ed6c035f/download,http://hdl.handle.net/1807/139363,Science,10.1126science.adm9474,improved charge extraction in inverted perovskite solar cells with dual site binding ligands,36.087217158482666,0.9,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,36.987217158482665
Perovskite Materials for Light‐Emitting Diodes and Lasers,2016,10.1002/adma.201600669,https://openalex.org/W2396261957,1468,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.201600669,https://doi.org/10.1002/adma.201600669,Advanced Materials,10.1002adma.201600669,perovskite materials for light emitting diodes and lasers,36.46168588086938,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,36.56168588086938
High efficiency planar-type perovskite solar cells with negligible hysteresis using EDTA-complexed SnO2,2018,10.1038/s41467-018-05760-x,https://openalex.org/W2885088646,1400,True,https://www.nature.com/articles/s41467-018-05760-x.pdf,https://doi.org/10.1038/s41467-018-05760-x,Nature Communications,10.1038s41467-018-05760-x,high efficiency planar type perovskite solar cells with negligible hysteresis using edta complexed sno2,36.22470773168503,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,36.52470773168503
Perovskite-polymer composite cross-linker approach for highly-stable and efficient perovskite solar cells,2019,10.1038/s41467-019-08455-z,https://openalex.org/W2914692117,581,True,https://www.nature.com/articles/s41467-019-08455-z.pdf,https://doi.org/10.1038/s41467-019-08455-z,Nature Communications,10.1038s41467-019-08455-z,perovskite polymer composite cross linker approach for highly stable and efficient perovskite solar cells,31.83235223865719,0.4,2.0,4.0,0.0,0.0,,,0.0,0.0,0.0,36.23235223865719
Managing grains and interfaces via ligand anchoring enables 22.3%-efficiency inverted perovskite solar cells,2020,10.1038/s41560-019-0538-4,https://openalex.org/W2998919826,1246,True,https://utoronto.scholaris.ca/bitstreams/fcd62a5b-5e8b-4735-9ff4-2f030a53834e/download,http://hdl.handle.net/1807/100242,Nature Energy,10.1038s41560-019-0538-4,managing grains and interfaces via ligand anchoring enables 22 3 efficiency inverted perovskite solar cells,35.64247972840018,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,36.14247972840018
Highly efficient planar perovskite solar cells through band alignment engineering,2015,10.1039/c5ee02608c,https://openalex.org/W1941396097,1262,True,https://pubs.rsc.org/en/content/articlepdf/2015/ee/c5ee02608c,https://doi.org/10.1039/c5ee02608c,Energy & Environmental Science,10.1039c5ee02608c,highly efficient planar perovskite solar cells through band alignment engineering,35.70622561175246,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35.70622561175246
Towards stable and commercially available perovskite solar cells,2016,10.1038/nenergy.2016.152,https://openalex.org/W2536873010,1186,True,https://www.osti.gov/servlets/purl/1329525,https://www.osti.gov/biblio/1329525,Nature Energy,10.1038nenergy.2016.152,towards stable and commercially available perovskite solar cells,35.39592197304834,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35.49592197304834
Opportunities and challenges for tandem solar cells using metal halide perovskite semiconductors,2018,10.1038/s41560-018-0190-4,https://openalex.org/W2847347814,1113,True,https://www.osti.gov/servlets/purl/1686155,https://www.osti.gov/biblio/1686155,Nature Energy,10.1038s41560-018-0190-4,opportunities and challenges for tandem solar cells using metal halide perovskite semiconductors,35.07856210243615,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35.37856210243615
A high-conductivity n-type polymeric ink for printed electronics,2021,10.1038/s41467-021-22528-y,https://openalex.org/W3155455451,254,True,https://www.nature.com/articles/s41467-021-22528-y.pdf,https://doi.org/10.1038/s41467-021-22528-y,Nature Communications,10.1038s41467-021-22528-y,a high conductivity n type polymeric ink for printed electronics,27.70631772579213,0.6,3.5,7.0,0.0,0.0,,,0.0,0.0,0.0,35.30631772579213
"A Review on Printed Electronics: Fabrication Methods, Inks, Substrates, Applications and Environmental Impacts",2021,10.3390/jmmp5030089,https://openalex.org/W3167283458,252,True,https://www.mdpi.com/2504-4494/5/3/89/pdf?version=1628853717,https://doi.org/10.3390/jmmp5030089,Journal of Manufacturing and Materials Processing,10.3390jmmp5030089,a review on printed electronics fabrication methods inks substrates applications and environmental impacts,27.666947443637603,0.6,3.5,7.0,0.0,0.0,,,0.0,0.0,0.0,35.266947443637605
Under the spotlight: The organic–inorganic hybrid halide perovskite for optoelectronic applications,2015,10.1016/j.nantod.2015.04.009,https://openalex.org/W2185508523,1144,True,https://www.sciencedirect.com/science/article/pii/S1748013215000560/pdf,https://doi.org/10.1016/j.nantod.2015.04.009,Nano Today,10.1016j.nantod.2015.04.009,under the spotlight the organic inorganic hybrid halide perovskite for optoelectronic applications,35.2157995799417,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35.2157995799417
Slot-die coating of perovskite solar cells: An overview,2019,10.1016/j.mtcomm.2019.100808,https://openalex.org/W2995852576,212,True,https://ars.els-cdn.com/content/image/1-s2.0-S2352492819308414-ga1_lrg.jpg,https://doi.org/10.1016/j.mtcomm.2019.100808,Materials Today Communications,10.1016j.mtcomm.2019.100808,slot die coating of perovskite solar cells an overview,26.806460828547127,0.4,4.0,8.0,0.0,0.0,,,0.0,0.0,0.0,35.20646082854712
20.8% slot-die coated MAPbI3 perovskite solar cells by optimal DMSO-content and age of 2-ME based precursor inks,2020,10.21203/rs.3.rs-93765/v1,https://openalex.org/W4242375312,33,True,https://www.researchsquare.com/article/rs-93765/latest.pdf,https://doi.org/10.21203/rs.3.rs-93765/v1,Research Square,10.21203rs.3.rs-93765v1,20 8 slot die coated mapbi3 perovskite solar cells by optimal dmso content and age of 2 me based precursor inks,17.63180262308081,0.5,8.5,17.0,0.0,0.0,,,0.0,0.0,0.0,35.13180262308081
Strain engineering in perovskite solar cells and its impacts on carrier dynamics,2019,10.1038/s41467-019-08507-4,https://openalex.org/W2912153941,1037,True,https://www.nature.com/articles/s41467-019-08507-4.pdf,https://doi.org/10.1038/s41467-019-08507-4,Nature Communications,10.1038s41467-019-08507-4,strain engineering in perovskite solar cells and its impacts on carrier dynamics,34.725255318629166,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35.125255318629165
Sn(IV)-free tin perovskite films realized by in situ Sn(0) nanoparticle treatment of the precursor solution,2020,10.1038/s41467-020-16726-3,https://openalex.org/W3034736206,296,True,https://www.nature.com/articles/s41467-020-16726-3.pdf,https://doi.org/10.1038/s41467-020-16726-3,Nature Communications,10.1038s41467-020-16726-3,sn iv free tin perovskite films realized by in situ sn 0 nanoparticle treatment of the precursor solution,28.4686606940135,0.5,3.0,6.0,0.0,0.0,,,0.0,0.0,0.0,34.9686606940135
Perovskites for Next-Generation Optical Sources,2019,10.1021/acs.chemrev.9b00107,https://openalex.org/W2940692781,983,True,https://dr.ntu.edu.sg/bitstream/10356/140305/2/Chem%20Rev_combined_revision%20tedits-Clean.pdf,https://hdl.handle.net/10356/140305,Chemical Reviews,10.1021acs.chemrev.9b00107,perovskites for next generation optical sources,34.45812948526127,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.858129485261266
Efficient green light-emitting diodes based on quasi-two-dimensional composition and phase engineered perovskite with surface passivation,2018,10.1038/s41467-018-02978-7,https://openalex.org/W2800279715,1000,True,https://www.nature.com/articles/s41467-018-02978-7.pdf,https://doi.org/10.1038/s41467-018-02978-7,Nature Communications,10.1038s41467-018-02978-7,efficient green light emitting diodes based on quasi two dimensional composition and phase engineered perovskite with surface passivation,34.5437738965761,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.843773896576096
Chiral-perovskite optoelectronics,2020,10.1038/s41578-020-0181-5,https://openalex.org/W3011088795,895,True,https://www.nature.com/articles/s41578-020-0181-5.pdf,https://doi.org/10.1038/s41578-020-0181-5,Nature Reviews Materials,10.1038s41578-020-0181-5,chiral perovskite optoelectronics,33.98970206487465,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.48970206487465
Large-area and efficient perovskite light-emitting diodes via low-temperature blade-coating,2021,10.1038/s41467-020-20433-4,https://openalex.org/W3120128877,171,True,https://www.nature.com/articles/s41467-020-20433-4.pdf,https://doi.org/10.1038/s41467-020-20433-4,Nature Communications,10.1038s41467-020-20433-4,large area and efficient perovskite light emitting diodes via low temperature blade coating,25.737472384067264,0.6,4.0,8.0,0.0,0.0,,,0.0,0.0,0.0,34.33747238406727
Inkjet printed mesoscopic perovskite solar cells with custom design capability,2020,10.1039/d0ma00077a,https://openalex.org/W3020619809,62,True,https://pubs.rsc.org/en/content/articlepdf/2020/ma/d0ma00077a,https://doi.org/10.1039/d0ma00077a,Materials Advances,10.1039d0ma00077a,inkjet printed mesoscopic perovskite solar cells with custom design capability,20.715673631957664,0.5,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,34.215673631957664
Highly Reproducible Sn‐Based Hybrid Perovskite Solar Cells with 9% Efficiency,2017,10.1002/aenm.201702019,https://openalex.org/W2760629443,897,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.201702019,https://doi.org/10.1002/aenm.201702019,Advanced Energy Materials,10.1002aenm.201702019,highly reproducible sn based hybrid perovskite solar cells with 9 efficiency,34.000850341511,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.200850341511
Band Gap Tuning via Lattice Contraction and Octahedral Tilting in Perovskite Materials for Photovoltaics,2017,10.1021/jacs.7b04981,https://openalex.org/W2735613780,887,True,https://www.osti.gov/servlets/purl/1390619,https://www.osti.gov/biblio/1390619,Journal of the American Chemical Society,10.1021jacs.7b04981,band gap tuning via lattice contraction and octahedral tilting in perovskite materials for photovoltaics,33.94485871496085,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.144858714960854
Understanding how excess lead iodide precursor improves halide perovskite solar cell performance,2018,10.1038/s41467-018-05583-w,https://openalex.org/W2886506777,388,True,https://www.nature.com/articles/s41467-018-05583-w.pdf,https://doi.org/10.1038/s41467-018-05583-w,Nature Communications,10.1038s41467-018-05583-w,understanding how excess lead iodide precursor improves halide perovskite solar cell performance,29.81789671809223,0.3,2.0,4.0,0.0,0.0,,,0.0,0.0,0.0,34.117896718092226
Highly Oriented Low-Dimensional Tin Halide Perovskites with Enhanced Stability and Photovoltaic Performance,2017,10.1021/jacs.7b01815,https://openalex.org/W2609670982,882,True,https://utoronto.scholaris.ca/bitstreams/077a57f9-1c2e-4414-b5df-965a6fc982ea/download,http://hdl.handle.net/1807/77210,Journal of the American Chemical Society,10.1021jacs.7b01815,highly oriented low dimensional tin halide perovskites with enhanced stability and photovoltaic performance,33.9166260030198,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,34.1166260030198
"Flexible, Printable Soft‐X‐Ray Detectors Based on All‐Inorganic Perovskite Quantum Dots",2019,10.1002/adma.201901644,https://openalex.org/W2953908119,371,True,https://researchmgt.monash.edu/ws/files/593932048/277933760_oa.pdf,https://research.monash.edu/en/publications/ec16319e-b9d5-45d4-aefd-4d0849e6c4e5,Advanced Materials,10.1002adma.201901644,flexible printable soft x ray detectors based on all inorganic perovskite quantum dots,29.594469271365732,0.4,2.0,4.0,0.0,0.0,,,0.0,0.0,0.0,33.99446927136573
Ultra-bright and highly efficient inorganic based perovskite light-emitting diodes,2017,10.1038/ncomms15640,https://openalex.org/W2623955189,854,True,https://www.nature.com/articles/ncomms15640.pdf,https://doi.org/10.1038/ncomms15640,Nature Communications,10.1038ncomms15640,ultra bright and highly efficient inorganic based perovskite light emitting diodes,33.7555073446838,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.9555073446838
"Tailored interfaces of unencapsulated perovskite solar cells for >1,000 hour operational stability",2018,10.1038/s41560-017-0067-y,https://openalex.org/W2782219842,826,True,https://www.osti.gov/servlets/purl/1419410,https://www.osti.gov/biblio/1419410,Nature Energy,10.1038s41560-017-0067-y,tailored interfaces of unencapsulated perovskite solar cells for 1 000 hour operational stability,33.58902347511845,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.88902347511845
Additive Engineering for Efficient and Stable Perovskite Solar Cells,2019,10.1002/aenm.201902579,https://openalex.org/W2977917184,799,True,https://www.osti.gov/servlets/purl/1570188,https://www.osti.gov/biblio/1569293,Advanced Energy Materials,10.1002aenm.201902579,additive engineering for efficient and stable perovskite solar cells,33.42305863833963,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.82305863833963
Long-term operating stability in perovskite photovoltaics,2023,10.1038/s41578-023-00582-w,https://openalex.org/W4385891984,726,True,https://utoronto.scholaris.ca/bitstreams/14ec58d7-2f78-454f-bf5a-aa32b14331a3/download,http://hdl.handle.net/1807/134282,Nature Reviews Materials,10.1038s41578-023-00582-w,long term operating stability in perovskite photovoltaics,32.944632387667596,0.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.74463238766759
All-perovskite tandem solar cells with 24.2% certified efficiency and area over 1 cm2 using surface-anchoring zwitterionic antioxidant,2020,10.1038/s41560-020-00705-5,https://openalex.org/W3091827613,763,True,https://utoronto.scholaris.ca/bitstreams/ef3983aa-3f5b-4259-ab80-a33ed6ca25d4/download,https://doi.org/10.1038/s41560-020-00705-5,Nature Energy,10.1038s41560-020-00705-5,all perovskite tandem solar cells with 24 2 certified efficiency and area over 1 cm2 using surface anchoring zwitterionic antioxidant,33.192838945832605,0.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.692838945832605
Degradation of Highly Alloyed Metal Halide Perovskite Precursor Inks: Mechanism and Storage Solutions,2018,10.1021/acsenergylett.8b00305,https://openalex.org/W2790258356,103,True,https://www.osti.gov/servlets/purl/1432603,https://www.osti.gov/biblio/1432603,ACS Energy Letters,10.1021acsenergylett.8b00305,degradation of highly alloyed metal halide perovskite precursor inks mechanism and storage solutions,23.22195449570686,0.3,5.0,10.0,0.0,0.0,,,0.0,0.0,0.0,33.521954495706865
Lead halide–templated crystallization of methylamine-free perovskite for efficient photovoltaic modules,2021,10.1126/science.abh1035,https://openalex.org/W3172692239,720,True,https://oist.repo.nii.ac.jp/record/2202/files/Accepted%20Manuscript-TL-20210506.pdf,https://oist.repo.nii.ac.jp/records/2202,Science,10.1126science.abh1035,lead halide templated crystallization of methylamine free perovskite for efficient photovoltaic modules,32.903195686424745,0.6,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.503195686424746
Lead‐Free Inverted Planar Formamidinium Tin Triiodide Perovskite Solar Cells Achieving Power Conversion Efficiencies up to 6.22%,2016,10.1002/adma.201602992,https://openalex.org/W2511864954,790,True,https://www.osti.gov/servlets/purl/1331968,https://www.osti.gov/biblio/1331968,Advanced Materials,10.1002adma.201602992,lead free inverted planar formamidinium tin triiodide perovskite solar cells achieving power conversion efficiencies up to 6 22,33.36648983883827,0.1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.46648983883827
Engineering Perovskite Precursor Inks for Scalable Production of High‐Efficiency Perovskite Photovoltaic Modules,2023,10.1002/aenm.202300595,https://openalex.org/W4366768377,92,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202300595,https://doi.org/10.1002/aenm.202300595,Advanced Energy Materials,10.1002aenm.202300595,engineering perovskite precursor inks for scalable production of high efficiency perovskite photovoltaic modules,22.66299746576628,0.8,5.0,10.0,0.0,0.0,,,0.0,0.0,0.0,33.46299746576628
Low-bandgap mixed tin–lead iodide perovskite absorbers with long carrier lifetimes for all-perovskite tandem solar cells,2017,10.1038/nenergy.2017.18,https://openalex.org/W2591756686,772,True,https://www.osti.gov/servlets/purl/1371834,https://www.osti.gov/biblio/1371834,Nature Energy,10.1038nenergy.2017.18,low bandgap mixed tin lead iodide perovskite absorbers with long carrier lifetimes for all perovskite tandem solar cells,33.251395242937114,0.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.45139524293712
Acetonitrile based single step slot-die compatible perovskite ink for flexible photovoltaics,2019,10.1039/c9ra06631d,https://openalex.org/W2984398171,54,True,https://pubs.rsc.org/en/content/articlepdf/2019/ra/c9ra06631d,https://doi.org/10.1039/c9ra06631d,RSC Advances,10.1039c9ra06631d,acetonitrile based single step slot die compatible perovskite ink for flexible photovoltaics,20.036665926162357,0.4,6.5,13.0,0.0,0.0,,,0.0,0.0,0.0,33.436665926162355
Advancements in perovskite solar cells: photophysics behind the photovoltaics,2014,10.1039/c4ee00673a,https://openalex.org/W2123478102,782,True,https://pubs.rsc.org/en/content/articlepdf/2014/ee/c4ee00673a,https://doi.org/10.1039/c4ee00673a,Energy & Environmental Science,10.1039c4ee00673a,advancements in perovskite solar cells photophysics behind the photovoltaics,33.31566347995401,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.31566347995401
Solution-processed perovskite light emitting diodes with efficiency exceeding 15% through additive-controlled nanostructure tailoring,2018,10.1038/s41467-018-06425-5,https://openalex.org/W2891879216,489,True,https://www.nature.com/articles/s41467-018-06425-5.pdf,https://doi.org/10.1038/s41467-018-06425-5,Nature Communications,10.1038s41467-018-06425-5,solution processed perovskite light emitting diodes with efficiency exceeding 15 through additive controlled nanostructure tailoring,30.97202695552336,0.3,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,33.27202695552336
Color-stable highly luminescent sky-blue perovskite light-emitting diodes,2018,10.1038/s41467-018-05909-8,https://openalex.org/W2888115472,721,True,https://www.nature.com/articles/s41467-018-05909-8.pdf,https://doi.org/10.1038/s41467-018-05909-8,Nature Communications,10.1038s41467-018-05909-8,color stable highly luminescent sky blue perovskite light emitting diodes,32.91012569446413,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.210125694464125
Ultrahydrophobic 3D/2D fluoroarene bilayer-based water-resistant perovskite solar cells with efficiencies exceeding 22%,2019,10.1126/sciadv.aaw2543,https://openalex.org/W2948992934,706,True,https://advances.sciencemag.org/content/advances/5/6/eaaw2543.full.pdf,https://doi.org/10.1126/sciadv.aaw2543,Science Advances,10.1126sciadv.aaw2543,ultrahydrophobic 3d 2d fluoroarene bilayer based water resistant perovskite solar cells with efficiencies exceeding 22,32.80515332948286,0.4,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.20515332948286
